asset_file,source_html,source_url,download_status,content_type,bytes,usage_status,notes
asset_011_b13b5a6a6ca17106.jpg,www.instagram.com_benditamicrobyionavictorio__1789742292604.html,https://instagram.fcgb4-1.fna.fbcdn.net/v/t51.82787-15/765886771_18565130134068979_6600226407657308841_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=102&_nc_map=urlgen_bucketless&ig_cache_key=Mzk1Nzc4MDE0OTczNzY1MjI4Mg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuMTkzNy5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=SROb2VfAX84Q7kNvwEn7dW8&_nc_oc=AdrLBJydCUsAloQpm3sBEmAoH3q97X39sOZsraQ8KiLthfMnmoI4QBBGezbxIfX23B8&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgb4-1.fna&_nc_gid=qLsxqvbF1I4qXzmlhm2oXQ&_nc_ss=7a22e&oh=00_AQKu3tFBQnnpnOEshp2TY-2BtA2GdiC3_pj1fTf2PTuzoQ&oe=6AB31F82,downloaded,image/jpeg,418167,reference_only_pending_authorization,Public Instagram CDN reference; obtain original and authorization before publishing.
asset_012_818b6e1999fc11a4.jpg,www.instagram.com_benditamicrobyionavictorio__1789742292604.html,https://instagram.fcgb4-1.fna.fbcdn.net/v/t51.82787-15/731525338_18556530880068979_1113932788746300113_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=102&_nc_map=urlgen_bucketless&ig_cache_key=MzkzNDA5NjYxNDUyMzU0NjEyNzE4NTU2NTMwODc3MDY4OTc5.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=_RNt9bla8LYQ7kNvwFtvpDs&_nc_oc=Adr1asZFieGRueO9J6pIWOX6T5LQdj3ZNYM_hSofiNxmiEMnekSIxJSagY9NaMifNkk&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgb4-1.fna&_nc_gid=qLsxqvbF1I4qXzmlhm2oXQ&_nc_ss=7a22e&oh=00_AQJbN6W8RQRcJ87FHewnUw7HQmKT0wSlME1dxOeSfBsESw&oe=6AB33977,downloaded,image/jpeg,106997,reference_only_pending_authorization,Public Instagram CDN reference; obtain original and authorization before publishing.
asset_013_908c2b520eb77db1.jpg,www.instagram.com_benditamicrobyionavictorio__1789742292604.html,https://instagram.fcgb4-1.fna.fbcdn.net/v/t51.82787-15/806784646_18575629900068979_1579765582873738986_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=101&_nc_map=urlgen_bucketless&ig_cache_key=Mzk4NDY4NTYwNjg2MzUxMjY4MA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuMTc2MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=JEsw9pkpsR0Q7kNvwH7LypI&_nc_oc=AdoM4_8FAF-pssI_4nHvICpadfo2TIFTEywY_GsO-IDFTHZZ92Lf7w1A99AT79fa5IE&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgb4-1.fna&_nc_gid=qLsxqvbF1I4qXzmlhm2oXQ&_nc_ss=7a22e&oh=00_AQK1h30Xd0Xi8Ez-P_rJWJX8Pq-SBtB_9iPBB9Pi3Mu6Aw&oe=6AB31B40,downloaded,image/jpeg,432582,reference_only_pending_authorization,Public Instagram CDN reference; obtain original and authorization before publishing.
asset_014_40f1b6f072c38c57.jpg,www.instagram.com_benditamicrobyionavictorio__1789742292604.html,https://instagram.fcgb4-1.fna.fbcdn.net/v/t51.82787-15/788961985_18571776520068979_8214778453332419527_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&_nc_map=urlgen_bucketless&ig_cache_key=Mzk3NDUwMzg4OTExNjg0MDY1Ng%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuMTA4Ni5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=0ENo-wLOZ3gQ7kNvwGKhI30&_nc_oc=Adre9XxRAJPS7vz5q67ES04H-bME5NHqQoDpWNfryCMeRTmJJ2AQ9PaPz8uTdD8zJkY&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgb4-1.fna&_nc_gid=qLsxqvbF1I4qXzmlhm2oXQ&_nc_ss=7a22e&oh=00_AQICkqXL0CWXqE4Y6ZpnU3jS8SM4JpARlisjDtSlt4NfZg&oe=6AB32B4D,downloaded,image/jpeg,134312,reference_only_pending_authorization,Public Instagram CDN reference; obtain original and authorization before publishing.
asset_015_d1b266fa1f68a0b9.jpg,www.instagram.com_benditamicrobyionavictorio__1789742292604.html,https://instagram.fcgb4-1.fna.fbcdn.net/v/t51.82787-15/805831485_18575332600068979_6295961902381179141_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=104&_nc_map=urlgen_bucketless&ig_cache_key=Mzk4Mzk1MjE5MDIxMTYzNzE2MDE4NTc1MzMyNTk3MDY4OTc5.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fdXNlcl9zZWxlY3RlZF90aHVtYm5haWwuQzMifQ%3D%3D&_nc_ohc=0S1T8BpwG7gQ7kNvwHM07Gx&_nc_oc=Ado-DN4FLUBD7CSOUdyoeH5dL6lytpQgFEomCEJfF9uRY4WyEfzMuBHQzXfRTAq46so&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgb4-1.fna&_nc_gid=qLsxqvbF1I4qXzmlhm2oXQ&_nc_ss=7a22e&oh=00_AQLiSNy21ofkBeMUix_Z4_usLm7Y7sVZBXX1tl4k4sbBvA&oe=6AB32C46,downloaded,image/jpeg,125169,reference_only_pending_authorization,Public Instagram CDN reference; obtain original and authorization before publishing.
asset_016_c25820c1c9eb1306.jpg,www.instagram.com_benditamicrobyionavictorio__1789742292604.html,https://instagram.fcgb4-1.fna.fbcdn.net/v/t51.82787-15/802561850_18575056954068979_4631376310180849569_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=101&_nc_map=urlgen_bucketless&ig_cache_key=Mzk4MzIyNDU1NDQwMzA5NTYwMDE4NTc1MDU2OTQ4MDY4OTc5.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fdXNlcl91cGxvYWRlZF90aHVtYm5haWwuQzMifQ%3D%3D&_nc_ohc=3DPnH-FW7voQ7kNvwEfpoNV&_nc_oc=AdouUwQy-p77Ew-1L7mcxR8hq8E9h2yP5rdSQCfflCXVIIUYKBrieUh30IUWBH4RmGc&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgb4-1.fna&_nc_gid=qLsxqvbF1I4qXzmlhm2oXQ&_nc_ss=7a22e&oh=00_AQJQS0cIRgOEAinjawEScoFFXpp4YaGotW6Jbi-Rd0WAHA&oe=6AB33B46,downloaded,image/jpeg,106423,reference_only_pending_authorization,Public Instagram CDN reference; obtain original and authorization before publishing.
asset_017_c033f5bfe6d5d666.jpg,www.instagram.com_benditamicrobyionavictorio__1789742292604.html,https://instagram.fcgb4-1.fna.fbcdn.net/v/t51.82787-15/789872430_18571774777068979_5983982389097659144_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&_nc_map=urlgen_bucketless&ig_cache_key=Mzk3NDUwMTQ0OTg0Mzc0NDkzMQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuMTAwMy5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=AtKZFhrf8VIQ7kNvwEc8p4V&_nc_oc=Adr0cFl9meWADfyvrBj3F7m6qoPneVBh6Y_YvG5gT99Qp8y1XaB8sjHsH_TZ-dGwmHU&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgb4-1.fna&_nc_gid=qLsxqvbF1I4qXzmlhm2oXQ&_nc_ss=7a22e&oh=00_AQIZhplyYPJ3YINF597srQPYZWn55yBkji9xaWjbyqGDEQ&oe=6AB3137E,downloaded,image/jpeg,148348,reference_only_pending_authorization,Public Instagram CDN reference; obtain original and authorization before publishing.
asset_018_795e4635883cc97c.jpg,www.instagram.com_benditamicrobyionavictorio__1789742292604.html,https://instagram.fcgb4-1.fna.fbcdn.net/v/t51.71878-15/799634252_1394888642094365_4596752551107044388_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=109&_nc_map=urlgen_bucketless&ig_cache_key=Mzk4MTgxMjg1NjEzODM2MjI5MA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fZmlyc3RfZnJhbWVfdGh1bWJuYWlsLkMzIn0%3D&_nc_ohc=1aA2YOZl5bkQ7kNvwFPR4D9&_nc_oc=Adrp5AqHSEfsqsguumqbQKqjd6uLCItqk-jpOu_7hCwE_I6SFWbDyQZ68f1Kk874Owk&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgb4-1.fna&_nc_gid=qLsxqvbF1I4qXzmlhm2oXQ&_nc_ss=7a22e&oh=00_AQLKMhBHPJ_o57EXPgWZ0bN-OHVcJY3AQnzMKyadsq6vgA&oe=6AB3184D,downloaded,image/jpeg,47878,reference_only_pending_authorization,Public Instagram CDN reference; obtain original and authorization before publishing.
asset_019_1e244a0dfd9db4f9.jpg,www.instagram.com_benditamicrobyionavictorio__1789742292604.html,https://instagram.fcgb4-1.fna.fbcdn.net/v/t15.5256-10/800449371_2466199467212026_7275790186733074489_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=100&_nc_map=urlgen_bucketless&ig_cache_key=Mzk4MjUxOTI4MTQ5NTk0OTY4OA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fZmlyc3RfZnJhbWVfdGh1bWJuYWlsLkMzIn0%3D&_nc_ohc=ozS9iUcqHs0Q7kNvwGP2BO8&_nc_oc=AdohloxPpbtZ4U6pQNoJfJJzjjeu6wZzQENusX8ZRjtRXP9vySXVhRX0-wME0ht7m8Q&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgb4-1.fna&_nc_gid=qLsxqvbF1I4qXzmlhm2oXQ&_nc_ss=7a22e&oh=00_AQLnVz79nwoMiHrs6IXoKXJmyGNjjc2Wj48pehxdsTd89Q&oe=6AB33868,downloaded,image/jpeg,134673,reference_only_pending_authorization,Public Instagram CDN reference; obtain original and authorization before publishing.
asset_020_29dcbf7ac90b69f3.jpg,www.instagram.com_benditamicrobyionavictorio__1789742292604.html,https://instagram.fcgb4-1.fna.fbcdn.net/v/t51.82787-15/731185630_18554693545068979_7255348253408693105_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=106&_nc_map=urlgen_bucketless&ig_cache_key=MzkyOTEyMTM2NjYxMTM5OTk5MA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuMTAwMy5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=D7YjRxSXbBgQ7kNvwEHOw4M&_nc_oc=AdoYKaANyunUaQn7wtYlQj9LTexZDPHahYs-aXg0Ho1rU7NikarQaGkIGSlfUM-fWxU&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgb4-1.fna&_nc_gid=qLsxqvbF1I4qXzmlhm2oXQ&_nc_ss=7a22e&oh=00_AQJMrmaJ1kkL_0mAPAZYARE7QQGR6-M0e0PPwqVEqCYFRQ&oe=6AB319F6,downloaded,image/jpeg,115167,reference_only_pending_authorization,Public Instagram CDN reference; obtain original and authorization before publishing.
asset_021_ca2f4270aeb78eb6.jpg,www.instagram.com_benditamicrobyionavictorio__1789742292604.html,https://instagram.fcgb4-1.fna.fbcdn.net/v/t51.82787-15/794196752_18573221884068979_522072888518922194_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&_nc_map=urlgen_bucketless&ig_cache_key=Mzk3ODMwNTkyODY1Mzk0NTI2NQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuMTk4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=Kq0EKpceXtkQ7kNvwH17spb&_nc_oc=AdoyC7VUcchmU5LJo5cUJHSGoscF9RpTdMLkKb8GYrG1_J7OmBmA7gn1hGBhLgEv33Q&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgb4-1.fna&_nc_gid=qLsxqvbF1I4qXzmlhm2oXQ&_nc_ss=7a22e&oh=00_AQIPs5p6G66YpOz1mfNsNUjYFDU37TMmoQtGDsVD76TchA&oe=6AB32A9E,downloaded,image/jpeg,589965,reference_only_pending_authorization,Public Instagram CDN reference; obtain original and authorization before publishing.
asset_022_08c4807aabc53cdd.jpg,www.instagram.com_benditamicrobyionavictorio__1789742292604.html,https://scontent.cdninstagram.com/v/t51.82787-19/789652356_18623451646026658_24747573749464141_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=108&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=o3IPdK5hOOgQ7kNvwH-FPyb&_nc_oc=AdrT_nwBSYjXp3L3NsTAm-mewXEwrZfB4tzMhg0IuMaouXANtksb77ZA8dbAhXI-LbY&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=V20AmC_jvKCrPEIYhFzSPA&_nc_ss=7d6a8&oh=00_AQK9ir69C1nuKgj0F-cbnbKjGi3BU_EtrMSnKBUUEx660Q&oe=6AB3326C,downloaded,image/jpeg,5582,reference_only_pending_authorization,Public Instagram CDN reference; obtain original and authorization before publishing.
asset_023_2829fb07f6a8e276.jpg,www.instagram.com_benditamicrobyionavictorio__1789742292604.html,https://scontent.cdninstagram.com/v/t51.82787-19/706198431_18078405290227460_1564504280777261027_n.jpg?stp=dst-jpg_s206x206_tt6&_nc_cat=107&ccb=7-5&_nc_sid=bf7eb4&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=Lm1zr9d1QAoQ7kNvwFWVe93&_nc_oc=Adrc7IDsJ1xJzqhFGrvVC9Ye4FjE2uBcuMBnMiHbQLz6DZq7tO2kiCJ5PbwQsOWtHEY&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=73jKoTc_jWKR38uCKQvGVA&_nc_ss=7d6a8&oh=00_AQLXcZlY7AC2E1A0oEMiDqPKWOJOoUr9Yfhb1ItwQTzGcg&oe=6AB32F07,downloaded,image/jpeg,5928,reference_only_pending_authorization,Public Instagram CDN reference; obtain original and authorization before publishing.
asset_024_93fa5ec401d14b89.jpg,www.instagram.com_benditamicrobyionavictorio__1789742292604.html,https://scontent.fcgb4-1.fna.fbcdn.net/v/t1.30497-1/85215299_479381239411958_7755129104415850496_n.jpg?stp=c379.0.1290.1290a_dst-jpg_s1290x1290_tt6&_nc_cat=1&ccb=1-7&_nc_sid=b6f7c7&_nc_ohc=5y8MXd7JOjgQ7kNvwE1Eq4X&_nc_oc=AdocJ6wcdP0-se8OYzg4_zcW1GkPd_VfTNeHU04zCfccoc4Y03QsnpV7CopBfyIrW0o&_nc_zt=24&_nc_ht=scontent.fcgb4-1.fna&_nc_ss=7d6a8&oh=00_AQKaeNsXDrNxRlmnqpYdai7CUfKkmKhQNK7tL9kz1VLwvg&oe=6AD4A516,downloaded,image/jpeg,19005,reference_only_pending_authorization,Public Instagram CDN reference; obtain original and authorization before publishing.
